
701	122	349	459	572	912	61	125	157	406
554	624	464	900	294	941	655	467	902	951
391	489	743	596	726	167	637	37	248	168
613	594	972	834	695	853	477	1000	289	344
593	796	684	704	205	500	681	426	418	901
355	395	201	866	192	550	404	387	688	218
492	809	740	205	476	40	262	190	355	444
608	267	16	91	254	471	838	958	262	584
599	777	561	423	264	626	198	36	425	111
711	474	857	644	578	42	457	864	382	746
354	518	983	717	606	617	397	334	617	654
3	673	11	779	426	447	618	99	668	156
70	36	538	581	868	265	521	488	610	531
661	244	819	483	948	993	94	258	601	62
3	834	343	564	102	45	527	886	808	322
515	533	812	631	985	847	892	618	818	266
368	825	659	541	769	357	719	815	100	277
178	591	749	424	943	775	41	523	930	807
557	497	122	920	748	146	190	195	952	139
353	982	544	338	270	193	49	909	156	296
506	1	979	339	732	60	165	109	322	602
491	951	557	833	487	374	569	891	966	452
88	570	154	755	93	710	960	707	706	237
210	180	518	473	480	321	864	889	284	574
764	713	953	76	552	260	689	213	992	845
846	356	829	832	231	957	254	857	545	359
39	443	102	167	733	164	850	187	711	473
620	512	799	888	74	933	341	887	227	602
160	595	697	385	417	252	347	857	165	540
680	400	482	302	583	354	692	909	708	237
650	845	576	713	798	685	73	448	58	235
251	404	167	371	798	904	749	19	304	533
109	148	894	849	579	425	718	237	7	266
539	234	397	854	514	111	316	273	262	431
891	560	768	277	759	211	527	196	264	987
628	27	229	164	462	173	383	640	561	765
642	867	873	947	787	205	866	416	730	407
366	67	286	856	904	840	427	261	396	395
913	65	943	683	435	196	479	483	345	520
130	68	886	858	581	45	332	354	773	411
49	492	25	71	643	662	386	654	984	567
854	655	227	674	246	40	172	225	570	869
68	208	764	408	433	607	728	582	105	122
334	433	531	410	460	129	168	152	277	722
815	344	309	903	656	957	750	325	173	599
319	249	354	970	716	149	752	32	562	888
822	696	65	897	563	670	816	179	648	986
615	344	100	280	994	774	970	132	394	83
968	531	919	598	442	633	342	319	459	391
778	658	682	312	773	594	652	975	342	422
91	856	934	38	269	841	855	420	811	160
827	184	504	348	274	554	864	850	952	166
239	426	540	378	999	973	879	302	579	46
499	697	981	148	664	70	897	678	914	834
474	384	133	499	116	290	226	91	962	700
723	609	711	95	74	897	443	648	352	934
953	153	404	801	851	442	98	603	568	594
794	946	416	692	529	758	827	595	862	77
799	877	190	354	433	824	80	733	127	506
933	472	944	998	317	794	619	538	821	555
404	906	701	244	808	493	853	788	984	1000
842	29	950	167	201	98	232	28	110	417
831	772	339	168	169	898	329	689	64	162
976	947	120	951	940	436	758	551	693	59
136	529	621	606	316	166	370	896	595	246
512	751	360	444	789	107	88	664	69	172
678	81	864	696	23	954	866	605	872	190
369	226	120	106	841	694	698	253	85	13
263	355	773	766	835	280	940	370	653	334
634	904	334	672	906	287	990	693	525	885
998	873	206	736	640	103	319	683	404	944
151	471	557	927	153	508	229	758	830	454
594	812	72	733	919	372	612	201	100	904
170	366	710	498	112	304	95	884	693	967
199	676	790	318	550	116	479	857	404	793
867	389	216	919	67	927	120	217	748	21
783	648	114	529	87	949	720	693	281	96
898	1000	406	314	599	368	376	747	138	403
476	522	986	181	437	113	347	925	363	671
914	547	520	218	582	926	769	1000	667	680
203	985	769	188	33	695	418	807	304	143
729	692	386	440	709	743	316	410	3	948
857	655	88	772	529	850	907	390	808	440
622	592	782	848	296	170	452	845	716	527
299	435	720	859	428	764	189	289	549	331
146	485	902	695	434	775	909	63	400	848
968	199	303	1000	726	748	506	948	565	711
740	655	870	127	852	219	426	531	855	927
473	30	43	229	466	751	450	608	48	834
514	723	906	275	192	240	742	16	907	941
676	883	164	696	337	670	110	493	651	738
364	842	949	861	166	617	950	623	121	278
936	442	890	751	291	619	47	990	837	77
348	381	924	892	546	992	339	840	23	307
374	280	322	760	581	764	877	840	811	477
882	197	638	528	435	412	786	326	498	758
331	995	646	599	709	517	136	144	522	137
361	10	410	636	908	546	563	402	470	315
902	528	798	805	244	424	876	855	701	302
760	383	701	543	126	541	21	105	744	546
91	116	244	203	584	944	877	133	246	123
831	910	536	689	607	626	316	304	536	570
640	853	590	480	58	789	22	192	392	298
657	991	815	984	897	405	905	25	55	719
505	352	415	629	503	650	639	192	174	832
108	739	885	394	237	435	707	500	288	261
926	894	686	622	205	596	982	212	301	909
9	225	935	749	109	349	58	416	509	956
996	735	960	329	952	286	192	481	292	887
500	721	407	688	502	197	556	721	516	190
124	449	157	945	773	525	926	236	959	857
49	816	91	565	427	178	383	996	671	192
989	745	62	280	481	564	867	3	927	694
600	914	559	658	718	60	613	953	300	143
844	259	162	546	910	909	518	507	975	101
855	813	532	423	824	960	375	664	918	410
465	774	124	111	373	649	94	204	991	735
118	281	518	946	63	701	915	409	243	239
454	702	664	684	376	281	604	10	803	511
703	124	538	156	597	405	459	210	695	679
215	969	830	34	428	122	990	197	222	398
469	573	709	107	337	676	237	522	723	63
679	266	415	792	675	681	553	536	440	381
699	743	36	716	822	15	801	898	175	220
97	397	606	5	836	84	806	577	756	194
96	718	462	960	149	860	969	151	313	796
209	829	257	265	190	249	981	186	909	195
357	604	380	132	184	802	62	39	193	675
785	608	67	873	633	55	132	728	632	963
124	201	133	388	263	153	395	709	471	33
436	67	261	829	518	335	324	177	551	829
759	240	484	770	257	544	909	366	137	586
196	541	885	82	902	538	506	115	299	476
95	165	223	273	958	777	91	644	325	139
424	150	366	347	315	116	415	470	700	598
706	276	739	874	832	926	337	504	410	22
9	691	297	39	29	936	522	436	826	140
914	747	828	487	748	185	617	97	426	28
414	387	969	290	182	74	987	525	73	571
913	847	275	756	186	846	426	306	275	362
50	923	582	747	403	181	606	647	165	116
470	500	871	686	638	916	815	257	635	552
194	36	147	860	32	803	279	287	699	465
15	798	19	799	351	879	403	865	408	824
819	299	731	310	37	938	257	340	781	443
169	819	941	87	355	812	754	869	475	213
473	638	27	575	239	101	576	565	524	698
662	189	436	592	167	468	963	694	846	592
428	848	295	74	62	145	169	476	204	643
16	390	181	911	457	942	902	273	436	962
588	962	590	196	747	672	93	640	243	117
941	277	663	2	70	501	764	959	988	984
233	739	41	289	933	274	369	916	250	58
358	410	111	348	700	431	16	695	770	323
442	893	456	484	211	594	413	255	879	539
801	319	272	792	610	761	37	339	282	349
213	845	373	418	48	376	745	62	925	831
320	398	259	735	234	709	332	184	225	408
721	790	397	589	192	543	123	975	389	152
180	458	829	731	456	559	970	566	494	236
474	891	418	82	63	695	225	877	145	993
675	215	561	512	460	818	809	352	699	391
136	643	154	362	235	791	145	689	391	500
9	937	762	718	645	677	277	447	162	969
519	296	203	832	77	997	571	640	753	862
714	172	22	519	410	500	988	362	392	777
513	202	572	637	29	641	288	570	574	113
308	690	830	338	952	399	160	117	192	9
218	414	335	518	340	956	168	631	700	305
149	886	496	65	980	409	454	16	738	722
586	561	553	901	276	545	802	275	745	522
371	438	314	159	790	135	803	867	950	286
531	466	482	975	539	17	484	150	104	885
594	475	79	860	759	987	799	438	414	363
439	709	571	222	810	469	125	659	629	869
9	137	297	853	692	689	134	871	398	218
406	67	634	872	270	349	484	780	781	342
107	142	631	262	806	844	38	908	485	654
597	452	123	234	20	582	895	629	372	94
614	369	179	721	296	751	171	287	422	667
927	181	816	837	883	568	42	586	441	196
65	915	595	283	30	383	914	85	411	32
617	326	71	375	148	868	47	148	878	313
611	376	558	394	465	28	875	665	464	727
58	190	209	467	144	773	363	215	685	498
897	542	310	282	326	420	959	517	483	609
485	816	793	587	511	419	676	527	78	240
513	431	891	260	255	68	19	833	54	847
1	833	883	421	844	525	985	279	95	215
626	364	736	84	910	677	360	202	864	398
69	422	155	456	656	12	462	641	359	495
790	550	358	461	769	955	566	892	554	633
473	718	398	627	76	27	413	41	9	688
366	364	108	699	712	441	300	660	173	398
536	628	360	38	494	468	405	110	833	344
162	958	171	214	890	514	162	964	939	597
626	304	579	644	817	214	748	893	639	196
284	495	536	183	220	120	560	520	285	580
551	78	982	333	939	487	297	503	530	101
852	131	392	629	745	818	957	425	595	462
3	445	250	80	307	310	460	846	528	789
946	244	365	749	664	65	847	419	57	752
101	552	484	206	357	90	133	887	33	527
857	374	835	496	368	846	343	873	869	584
287	393	883	679	256	304	897	12	355	573
900	418	751	386	364	869	347	24	674	310
991	703	312	262	75	568	94	355	688	249
27	246	877	140	569	459	675	663	685	278
720	296	465	579	603	667	633	199	26	199
988	573	360	877	254	140	214	101	387	482
419	436	775	924	471	610	858	878	760	294
91	379	840	970	631	985	119	832	208	519
773	36	43	994	270	203	833	174	317	747
90	867	300	923	806	118	455	20	856	617
990	640	424	517	908	611	244	168	261	243
415	75	413	285	451	244	190	117	747	62
842	774	882	787	539	138	212	714	7	655
847	119	653	400	604	958	16	244	362	463
665	915	252	839	537	661	356	269	610	49
728	270	352	64	354	895	910	304	653	296
839	788	124	481	495	938	831	772	904	687
714	540	183	561	770	193	415	168	985	104
733	922	981	637	932	760	520	966	699	625
430	78	996	382	832	666	136	576	479	520
956	436	30	471	266	420	190	303	643	42
360	765	804	647	810	772	739	766	621	886
44	140	652	461	742	298	783	994	962	405
8	862	613	113	649	494	830	381	127	80
869	95	348	592	873	928	173	878	360	664
697	359	44	348	664	460	605	491	223	654
331	214	155	846	628	954	42	879	53	556
808	207	482	339	605	538	593	350	926	174
295	573	836	900	880	866	294	497	234	592
72	455	204	909	523	871	849	895	939	897
418	765	168	404	392	763	238	570	381	578
530	163	33	978	706	55	498	915	435	477
840	179	900	867	653	56	573	931	945	201
732	312	849	536	110	120	148	279	455	650
129	274	517	931	380	348	772	582	83	229
218	404	998	59	120	681	724	185	932	780
507	448	590	251	132	785	269	412	369	125
332	134	316	767	202	598	993	724	439	775
590	396	331	155	571	347	493	102	70	454
653	640	186	469	177	636	360	38	597	283
62	543	639	324	30	952	648	247	551	547
312	36	205	881	797	524	430	674	713	412
739	551	488	373	6	836	67	702	242	310
133	772	300	621	307	368	315	384	936	752
144	695	477	854	701	963	237	659	971	851
444	3	38	540	167	781	345	352	790	958
619	562	401	380	68	341	16	475	604	903
288	896	841	630	529	383	997	578	357	436
300	881	637	794	897	70	208	223	310	518
885	985	302	804	897	432	73	228	580	18
502	877	293	631	905	847	234	351	529	811
748	10	810	697	226	888	904	463	601	40
809	995	541	937	78	529	339	766	95	547
712	537	587	936	733	964	579	321	970	136
451	246	236	420	764	655	817	936	82	942
41	384	556	68	439	431	488	820	950	825
353	996	932	506	25	368	734	196	61	238
857	527	70	837	537	856	743	860	82	372
102	333	674	843	551	811	495	252	73	325
391	125	792	237	537	447	574	498	245	599
917	296	262	446	797	891	67	303	317	396
733	328	285	108	129	290	709	954	582	283
180	528	312	696	90	472	324	872	806	777
409	659	423	383	498	44	505	306	626	291
943	514	908	861	390	899	435	184	322	547
569	115	674	761	268	500	758	976	251	42
253	487	333	708	698	414	598	984	723	984
643	969	472	302	840	54	655	965	502	237
174	942	500	915	806	664	599	180	103	793
452	660	711	568	136	605	369	890	961	91
240	337	989	903	804	978	752	315	590	755
664	955	413	171	19	532	258	1	313	527
795	575	828	319	945	490	485	82	416	345
144	833	601	107	589	716	295	278	374	880
981	610	461	987	463	842	872	851	983	775
917	775	228	284	852	782	217	710	186	731
808	253	735	130	24	626	196	556	148	467
917	739	971	152	796	949	724	265	961	807
495	403	252	876	138	736	965	594	875	416
214	144	827	256	152	910	912	948	9	993
36	938	823	261	838	294	605	274	27	73
233	272	231	823	243	647	795	992	636	273
218	582	46	870	331	117	848	909	316	270
521	340	869	309	335	533	134	1000	880	398
334	548	452	910	78	49	828	537	4	641
990	505	66	1000	613	764	673	433	102	717
544	340	816	305	309	763	255	510	206	16
856	365	881	181	754	944	182	895	367	247
763	915	785	978	59	38	585	52	100	640
917	260	435	586	711	448	824	492	142	663
995	805	288	348	822	821	497	765	608	712
162	220	278	901	29	444	980	346	297	678
469	692	670	83	810	424	152	438	887	947
927	732	188	906	623	692	939	153	333	23
604	919	145	104	555	649	447	617	672	652
423	204	525	123	85	223	154	813	965	63
828	444	364	366	604	2	296	712	703	413
576	857	4	240	990	838	300	498	235	750
679	853	127	292	177	273	945	882	182	375
251	520	832	228	833	791	280	439	102	307
686	180	24	558	326	67	265	730	699	959
689	732	384	730	860	129	378	577	938	355
553	277	331	851	17	151	481	131	379	525
13	269	533	401	75	932	924	531	1	910
697	8	129	730	710	952	891	635	36	331
711	933	786	748	77	298	271	179	867	574
97	260	37	987	896	705	588	347	451	560
54	827	988	707	314	822	838	408	255	440
387	913	460	634	608	436	138	870	618	444
336	910	353	133	798	148	682	992	331	552
598	332	833	867	479	752	935	112	353	917
51	280	259	94	180	625	143	785	588	797
392	889	393	814	662	369	503	600	566	778
205	865	278	281	244	253	537	26	986	106
117	18	38	755	463	160	440	558	562	421
849	444	689	686	549	90	704	360	282	148
830	540	634	863	408	245	554	89	337	950
747	626	735	25	512	144	27	961	900	119
462	34	994	356	557	44	255	580	362	389
532	947	527	864	284	404	383	81	177	493
718	780	652	428	805	263	746	390	643	421
511	500	365	553	836	205	686	176	732	830
221	106	396	713	758	142	480	678	415	805
731	968	312	37	647	646	489	884	855	377
239	766	177	552	855	479	905	321	706	489
326	629	379	784	104	160	988	653	80	347
867	219	547	771	941	768	530	658	736	684
271	646	12	175	91	657	874	838	906	161
45	137	289	910	422	356	337	115	223	686
457	386	589	789	104	830	313	239	729	197
638	839	140	394	421	12	691	160	520	468
771	683	657	496	563	941	576	656	725	96
417	263	437	879	531	858	925	770	419	881
805	486	963	348	385	399	873	240	587	8
742	266	602	822	86	943	4	157	441	637
191	838	56	455	324	753	787	843	194	72
128	470	723	387	614	778	462	219	707	326
464	291	958	123	652	177	86	439	101	537
565	316	661	7	59	166	341	18	909	778
363	334	886	607	590	839	2	419	316	638
860	381	455	599	748	388	292	985	31	532
229	892	458	135	25	881	439	358	814	967
612	793	900	72	54	376	539	9	457	480
785	156	315	693	388	652	412	244	893	929
30	431	273	964	525	796	477	146	956	206
16	265	216	451	742	851	617	219	762	792
689	906	91	184	597	594	937	104	673	318
878	377	392	593	943	629	617	794	182	501
164	472	75	99	121	330	203	855	792	228
421	704	194	349	962	436	811	367	498	909
615	845	790	153	239	599	96	695	52	191
509	408	393	235	830	768	437	302	103	166
739	890	9	749	369	592	178	888	731	26
923	700	644	343	643	612	579	245	339	585
553	562	237	783	579	458	773	228	863	879
854	322	148	600	180	456	812	286	26	106
808	954	492	501	313	296	439	487	115	32
500	759	604	798	166	454	708	261	886	195
94	882	487	926	98	404	174	360	814	304
514	406	925	486	885	12	397	958	558	332
319	939	711	288	199	332	458	167	18	578
705	642	908	135	810	794	89	584	571	293
691	616	813	266	634	513	692	142	42	628
781	423	664	217	87	4	327	782	892	461
532	628	42	815	878	755	439	262	611	259
25	82	23	609	837	166	305	655	551	114
206	944	438	977	856	818	154	929	791	486
632	938	16	260	390	279	210	875	327	636
927	265	746	615	947	625	902	600	19	590
730	803	860	34	813	271	195	774	980	880
142	914	877	913	555	839	629	295	275	434
680	780	5	679	950	639	408	778	268	934
942	947	40	182	816	20	629	391	334	633
302	455	855	722	97	78	679	945	968	358
68	641	198	602	21	772	345	933	248	740
682	191	694	996	921	751	384	881	628	266
602	271	472	269	279	676	517	217	547	744
876	360	398	668	752	633	632	402	461	976
401	168	582	486	629	417	655	138	162	968
721	659	557	169	350	978	307	662	307	132
417	928	810	457	321	318	898	420	639	248
580	103	642	67	110	41	639	438	730	971
666	668	491	253	426	60	923	775	776	625
749	266	616	914	392	158	245	675	825	722
538	322	92	481	201	629	65	595	996	46
924	963	99	424	494	869	766	319	356	724
640	496	444	921	368	548	354	912	833	203
24	832	675	562	662	149	276	135	539	247
953	868	296	575	603	996	882	819	252	725
110	168	967	277	469	564	444	434	820	5
93	718	54	627	68	137	124	493	838	772
379	901	185	107	808	698	786	872	590	70
170	609	871	803	572	874	943	827	960	467
645	742	186	152	559	968	938	365	329	743
571	802	531	338	764	689	355	318	54	549
415	104	99	511	598	753	217	859	763	69
156	684	972	680	96	189	664	814	546	965
62	520	896	971	711	831	824	537	423	173
4	672	320	412	75	638	944	514	788	195
485	741	214	369	45	374	194	844	605	903
166	749	155	122	924	391	80	96	76	311
710	609	326	148	629	919	305	984	692	132
187	822	259	602	921	598	206	38	101	336
514	556	201	752	880	710	587	656	153	16
349	225	934	950	2	950	280	366	846	921
102	713	815	610	515	197	343	134	990	549
858	120	590	514	651	345	636	297	827	345
503	31	497	772	607	265	652	108	414	146
562	480	866	508	152	641	131	659	5	765
158	128	556	537	72	623	231	405	665	355
164	987	355	249	977	709	434	607	968	447
56	427	880	925	13	769	153	690	470	559
549	965	585	833	674	537	603	805	600	47
796	731	547	905	96	471	137	427	878	913
868	541	316	918	747	936	339	221	38	641
581	58	433	72	370	86	930	753	18	354
807	873	30	225	165	114	825	989	90	251
315	693	232	112	15	939	187	243	148	493
502	923	32	767	239	564	381	217	245	214
263	558	149	112	169	828	700	2	843	817
446	624	902	715	179	282	177	712	41	515
514	52	48	486	74	147	353	463	738	426
571	762	852	260	711	939	412	278	826	957
46	377	533	123	17	585	368	605	492	39
1	711	59	212	900	919	176	206	262	220
687	77	648	225	275	702	529	910	51	706
806	158	324	953	859	169	290	24	919	37
315	846	516	518	224	708	594	182	451	78
491	856	741	492	133	72	531	412	44	329
718	572	548	716	462	894	103	612	130	852
87	682	735	321	832	680	657	161	910	726
809	125	180	692	718	638	844	38	840	150
658	2	364	858	820	594	796	750	61	548
734	884	876	497	567	306	684	396	828	951
658	319	833	393	25	885	898	786	686	331
471	797	504	83	993	759	215	565	493	861
478	972	145	62	667	363	760	619	545	263
862	957	653	411	568	794	210	448	301	375
244	408	27	764	731	955	138	653	545	803
666	198	114	464	353	406	602	830	658	855
315	226	614	483	453	994	927	767	166	727
519	980	230	986	973	436	406	631	584	270
900	48	849	437	160	877	593	13	336	824
351	438	102	491	590	669	552	692	516	405
499	8	283	817	869	322	415	954	737	209
222	399	750	566	447	205	456	140	118	391
753	813	940	924	303	584	660	550	139	208
78	873	502	825	387	461	13	570	771	538
355	786	168	591	34	913	951	703	458	733
824	648	358	153	675	741	623	285	746	494
318	495	712	575	41	149	727	140	728	558
968	441	224	919	995	897	523	964	157	902
627	505	879	402	525	58	698	398	561	627
357	767	62	248	292	5	308	469	945	351
143	478	569	195	530	700	866	777	986	283
921	570	762	156	462	373	407	173	418	339
670	532	445	50	561	200	118	110	962	682
651	960	231	825	480	182	583	511	581	884
186	936	727	452	903	35	617	616	107	101
187	216	383	223	678	115	925	311	373	136
249	779	407	948	562	972	826	897	874	294
490	476	178	996	456	373	117	409	388	856
946	334	141	471	130	606	906	994	180	904
172	652	213	716	284	510	639	173	31	474
193	946	146	26	162	483	987	219	482	859
54	424	625	947	728	215	382	81	556	902
520	540	504	278	998	78	367	930	832	160
996	646	715	237	118	593	802	396	245	463
634	950	735	685	415	453	961	862	845	779
969	176	808	980	867	362	37	816	310	439
948	63	717	550	532	705	349	254	273	983
396	847	309	327	416	490	115	674	146	197
692	197	476	73	505	700	347	957	699	363
528	210	959	706	824	3	889	92	435	592
311	193	375	876	100	154	561	664	439	902
802	623	987	414	763	711	135	496	903	120
698	497	481	312	519	28	391	442	478	856
8	833	839	419	690	970	379	592	437	809
966	502	900	693	41	452	859	391	14	12
864	214	880	341	290	98	361	803	669	146
765	352	310	516	438	891	674	766	88	493
